[2024-04-08 13:49:40,163][knowledgeD.py][line:207][INFO] Epoch:[1/30]	 loss=0.25174	 kd_loss: 0.00314	 hard_loss: 0.24860	 acc=0.254	 lr=0.00020
[2024-04-08 13:51:35,605][knowledgeD.py][line:207][INFO] Epoch:[2/30]	 loss=0.22541	 kd_loss: 0.00283	 hard_loss: 0.22258	 acc=0.315	 lr=0.00020
[2024-04-08 13:53:30,846][knowledgeD.py][line:207][INFO] Epoch:[3/30]	 loss=0.21437	 kd_loss: 0.00271	 hard_loss: 0.21166	 acc=0.373	 lr=0.00020
[2024-04-08 13:55:26,947][knowledgeD.py][line:207][INFO] Epoch:[4/30]	 loss=0.20240	 kd_loss: 0.00259	 hard_loss: 0.19981	 acc=0.402	 lr=0.00020
[2024-04-08 13:57:22,858][knowledgeD.py][line:207][INFO] Epoch:[5/30]	 loss=0.19312	 kd_loss: 0.00250	 hard_loss: 0.19062	 acc=0.409	 lr=0.00020
[2024-04-08 13:59:18,114][knowledgeD.py][line:207][INFO] Epoch:[6/30]	 loss=0.18529	 kd_loss: 0.00247	 hard_loss: 0.18282	 acc=0.459	 lr=0.00020
[2024-04-08 14:01:14,595][knowledgeD.py][line:207][INFO] Epoch:[7/30]	 loss=0.17695	 kd_loss: 0.00241	 hard_loss: 0.17454	 acc=0.423	 lr=0.00020
[2024-04-08 14:03:10,509][knowledgeD.py][line:207][INFO] Epoch:[8/30]	 loss=0.17176	 kd_loss: 0.00234	 hard_loss: 0.16942	 acc=0.520	 lr=0.00020
[2024-04-08 14:05:05,942][knowledgeD.py][line:207][INFO] Epoch:[9/30]	 loss=0.16738	 kd_loss: 0.00229	 hard_loss: 0.16510	 acc=0.487	 lr=0.00020
[2024-04-08 14:07:04,444][knowledgeD.py][line:207][INFO] Epoch:[10/30]	 loss=0.16108	 kd_loss: 0.00224	 hard_loss: 0.15884	 acc=0.530	 lr=0.00020
[2024-04-08 14:08:58,672][knowledgeD.py][line:207][INFO] Epoch:[11/30]	 loss=0.15634	 kd_loss: 0.00220	 hard_loss: 0.15414	 acc=0.535	 lr=0.00020
[2024-04-08 14:10:53,152][knowledgeD.py][line:207][INFO] Epoch:[12/30]	 loss=0.15283	 kd_loss: 0.00215	 hard_loss: 0.15068	 acc=0.585	 lr=0.00020
[2024-04-08 14:12:47,566][knowledgeD.py][line:207][INFO] Epoch:[13/30]	 loss=0.14942	 kd_loss: 0.00208	 hard_loss: 0.14734	 acc=0.529	 lr=0.00020
[2024-04-08 14:14:41,794][knowledgeD.py][line:207][INFO] Epoch:[14/30]	 loss=0.14466	 kd_loss: 0.00207	 hard_loss: 0.14258	 acc=0.611	 lr=0.00020
[2024-04-08 14:16:36,315][knowledgeD.py][line:207][INFO] Epoch:[15/30]	 loss=0.14083	 kd_loss: 0.00205	 hard_loss: 0.13879	 acc=0.628	 lr=0.00020
[2024-04-08 14:18:29,670][knowledgeD.py][line:207][INFO] Epoch:[16/30]	 loss=0.13624	 kd_loss: 0.00204	 hard_loss: 0.13421	 acc=0.622	 lr=0.00020
[2024-04-08 14:20:22,319][knowledgeD.py][line:207][INFO] Epoch:[17/30]	 loss=0.13291	 kd_loss: 0.00199	 hard_loss: 0.13092	 acc=0.615	 lr=0.00020
[2024-04-08 14:22:15,348][knowledgeD.py][line:207][INFO] Epoch:[18/30]	 loss=0.13139	 kd_loss: 0.00199	 hard_loss: 0.12940	 acc=0.654	 lr=0.00020
[2024-04-08 14:24:08,377][knowledgeD.py][line:207][INFO] Epoch:[19/30]	 loss=0.12834	 kd_loss: 0.00195	 hard_loss: 0.12639	 acc=0.655	 lr=0.00020
[2024-04-08 14:26:03,082][knowledgeD.py][line:207][INFO] Epoch:[20/30]	 loss=0.12559	 kd_loss: 0.00192	 hard_loss: 0.12368	 acc=0.644	 lr=0.00020
[2024-04-08 14:27:57,342][knowledgeD.py][line:207][INFO] Epoch:[21/30]	 loss=0.12407	 kd_loss: 0.00194	 hard_loss: 0.12214	 acc=0.662	 lr=0.00020
[2024-04-08 14:29:51,587][knowledgeD.py][line:207][INFO] Epoch:[22/30]	 loss=0.12016	 kd_loss: 0.00191	 hard_loss: 0.11825	 acc=0.695	 lr=0.00020
[2024-04-08 14:31:45,980][knowledgeD.py][line:207][INFO] Epoch:[23/30]	 loss=0.11915	 kd_loss: 0.00188	 hard_loss: 0.11728	 acc=0.657	 lr=0.00020
[2024-04-08 14:33:40,461][knowledgeD.py][line:207][INFO] Epoch:[24/30]	 loss=0.11481	 kd_loss: 0.00187	 hard_loss: 0.11294	 acc=0.693	 lr=0.00020
[2024-04-08 14:35:34,708][knowledgeD.py][line:207][INFO] Epoch:[25/30]	 loss=0.11456	 kd_loss: 0.00185	 hard_loss: 0.11272	 acc=0.699	 lr=0.00020
[2024-04-08 14:37:29,602][knowledgeD.py][line:207][INFO] Epoch:[26/30]	 loss=0.11178	 kd_loss: 0.00183	 hard_loss: 0.10994	 acc=0.723	 lr=0.00020
[2024-04-08 14:39:24,207][knowledgeD.py][line:207][INFO] Epoch:[27/30]	 loss=0.11423	 kd_loss: 0.00183	 hard_loss: 0.11240	 acc=0.701	 lr=0.00020
[2024-04-08 14:41:18,463][knowledgeD.py][line:207][INFO] Epoch:[28/30]	 loss=0.11066	 kd_loss: 0.00183	 hard_loss: 0.10883	 acc=0.730	 lr=0.00020
[2024-04-08 14:43:12,668][knowledgeD.py][line:207][INFO] Epoch:[29/30]	 loss=0.11025	 kd_loss: 0.00180	 hard_loss: 0.10845	 acc=0.730	 lr=0.00020
[2024-04-08 14:45:05,327][knowledgeD.py][line:207][INFO] Epoch:[30/30]	 loss=0.10853	 kd_loss: 0.00179	 hard_loss: 0.10673	 acc=0.746	 lr=0.00020
[2024-04-08 14:46:57,924][knowledgeD.py][line:207][INFO] Epoch:[31/30]	 loss=0.10881	 kd_loss: 0.00179	 hard_loss: 0.10701	 acc=0.750	 lr=0.00020
[2024-04-08 14:48:50,767][knowledgeD.py][line:207][INFO] Epoch:[32/30]	 loss=0.10487	 kd_loss: 0.00178	 hard_loss: 0.10309	 acc=0.754	 lr=0.00020
[2024-04-08 14:50:43,424][knowledgeD.py][line:207][INFO] Epoch:[33/30]	 loss=0.10441	 kd_loss: 0.00177	 hard_loss: 0.10265	 acc=0.746	 lr=0.00020
