[2024-04-09 23:13:54,169][knowledgeD.py][line:207][INFO] Epoch:[1/30]	 loss=0.30659	 kd_loss: 0.05820	 hard_loss: 0.24839	 acc=0.278	 lr=0.00020
[2024-04-09 23:15:49,266][knowledgeD.py][line:207][INFO] Epoch:[2/30]	 loss=0.27238	 kd_loss: 0.04978	 hard_loss: 0.22260	 acc=0.300	 lr=0.00020
[2024-04-09 23:17:44,314][knowledgeD.py][line:207][INFO] Epoch:[3/30]	 loss=0.25655	 kd_loss: 0.04611	 hard_loss: 0.21044	 acc=0.351	 lr=0.00020
[2024-04-09 23:19:39,148][knowledgeD.py][line:207][INFO] Epoch:[4/30]	 loss=0.24317	 kd_loss: 0.04297	 hard_loss: 0.20020	 acc=0.379	 lr=0.00020
[2024-04-09 23:21:34,032][knowledgeD.py][line:207][INFO] Epoch:[5/30]	 loss=0.23391	 kd_loss: 0.04035	 hard_loss: 0.19356	 acc=0.415	 lr=0.00020
[2024-04-09 23:23:27,811][knowledgeD.py][line:207][INFO] Epoch:[6/30]	 loss=0.22308	 kd_loss: 0.03828	 hard_loss: 0.18480	 acc=0.452	 lr=0.00020
[2024-04-09 23:25:21,437][knowledgeD.py][line:207][INFO] Epoch:[7/30]	 loss=0.21579	 kd_loss: 0.03744	 hard_loss: 0.17835	 acc=0.476	 lr=0.00020
[2024-04-09 23:27:15,303][knowledgeD.py][line:207][INFO] Epoch:[8/30]	 loss=0.20535	 kd_loss: 0.03495	 hard_loss: 0.17040	 acc=0.478	 lr=0.00020
[2024-04-09 23:29:08,901][knowledgeD.py][line:207][INFO] Epoch:[9/30]	 loss=0.20028	 kd_loss: 0.03383	 hard_loss: 0.16645	 acc=0.526	 lr=0.00020
[2024-04-09 23:31:02,564][knowledgeD.py][line:207][INFO] Epoch:[10/30]	 loss=0.19167	 kd_loss: 0.03181	 hard_loss: 0.15986	 acc=0.521	 lr=0.00020
[2024-04-09 23:32:56,210][knowledgeD.py][line:207][INFO] Epoch:[11/30]	 loss=0.18552	 kd_loss: 0.03126	 hard_loss: 0.15426	 acc=0.533	 lr=0.00020
[2024-04-09 23:34:49,452][knowledgeD.py][line:207][INFO] Epoch:[12/30]	 loss=0.18060	 kd_loss: 0.02920	 hard_loss: 0.15140	 acc=0.571	 lr=0.00020
[2024-04-09 23:36:42,670][knowledgeD.py][line:207][INFO] Epoch:[13/30]	 loss=0.17479	 kd_loss: 0.02872	 hard_loss: 0.14607	 acc=0.577	 lr=0.00020
[2024-04-09 23:38:35,903][knowledgeD.py][line:207][INFO] Epoch:[14/30]	 loss=0.17069	 kd_loss: 0.02767	 hard_loss: 0.14302	 acc=0.593	 lr=0.00020
[2024-04-09 23:40:29,318][knowledgeD.py][line:207][INFO] Epoch:[15/30]	 loss=0.16666	 kd_loss: 0.02699	 hard_loss: 0.13967	 acc=0.629	 lr=0.00020
[2024-04-09 23:42:22,924][knowledgeD.py][line:207][INFO] Epoch:[16/30]	 loss=0.16289	 kd_loss: 0.02596	 hard_loss: 0.13693	 acc=0.640	 lr=0.00020
[2024-04-09 23:44:16,129][knowledgeD.py][line:207][INFO] Epoch:[17/30]	 loss=0.15876	 kd_loss: 0.02527	 hard_loss: 0.13349	 acc=0.637	 lr=0.00020
